NACA 2412 Airfoil M=2.0% P=40.0% T=12.0%
Start
  1.000084  0.001257
  0.999106  0.001461
  0.996177  0.002070
  0.991307  0.003077
  0.984515  0.004469
  0.975825  0.006231
  0.965269  0.008342
  0.952888  0.010778
  0.938727  0.013512
  0.922841  0.016514
  0.905287  0.019752
  0.886134  0.023192
  0.865454  0.026799
  0.843325  0.030537
  0.819834  0.034369
  0.795069  0.038260
  0.769127  0.042172
  0.742109  0.046069
  0.714119  0.049913
  0.685266  0.053670
  0.655665  0.057302
  0.625431  0.060775
  0.594684  0.064054
  0.563545  0.067103
  0.532138  0.069890
  0.500588  0.072381
  0.469023  0.074547
  0.437567  0.076358
  0.406350  0.077787
  0.375297  0.078768
  0.344680  0.079198
  0.314678  0.079063
  0.285418  0.078363
  0.257025  0.077102
  0.229618  0.075290
  0.203313  0.072947
  0.178222  0.070097
  0.154449  0.066771
  0.132094  0.063006
  0.111248  0.058842
  0.091996  0.054325
  0.074415  0.049504
  0.058573  0.044427
  0.044532  0.039144
  0.032343  0.033704
  0.022051  0.028152
  0.013692  0.022531
  0.007292  0.016878
  0.002870  0.011224
  0.000439  0.005592
  0.000000  0.000000
  0.001535 -0.005395
  0.005015 -0.010439
  0.010421 -0.015126
  0.017725 -0.019451
  0.026892 -0.023408
  0.037880 -0.026990
  0.050641 -0.030193
  0.065120 -0.033014
  0.081257 -0.035451
  0.098987 -0.037507
  0.118239 -0.039185
  0.138937 -0.040494
  0.161004 -0.041445
  0.184354 -0.042056
  0.208902 -0.042346
  0.234556 -0.042339
  0.261222 -0.042063
  0.288802 -0.041549
  0.317198 -0.040830
  0.346303 -0.039941
  0.376013 -0.038917
  0.406269 -0.037791
  0.437099 -0.036513
  0.468187 -0.035070
  0.499412 -0.033493
  0.530653 -0.031808
  0.561789 -0.030043
  0.592698 -0.028222
  0.623259 -0.026368
  0.653352 -0.024500
  0.682858 -0.022636
  0.711661 -0.020791
  0.739645 -0.018979
  0.766700 -0.017212
  0.792716 -0.015499
  0.817590 -0.013849
  0.841222 -0.012271
  0.863515 -0.010770
  0.884379 -0.009356
  0.903730 -0.008033
  0.921487 -0.006809
  0.937579 -0.005691
  0.951939 -0.004685
  0.964507 -0.003798
  0.975232 -0.003035
  0.984069 -0.002402
  0.990980 -0.001904
  0.995938 -0.001546
  0.998920 -0.001330
  0.999916 -0.001257
end
